change_id,change_number,title,description,change_type,status,risk_level,computed_risk_score,affected_ci_id,affected_service_id,category,reason,implementation_plan,rollback_plan,test_plan,requested_by,assigned_to,approved_by,implemented_by,scheduled_start,scheduled_end,actual_start,actual_end,created_at,approved_at,closed_at,success,failure_reason,caused_incident
68c94e46-7a64-421f-bb54-a8cc8f93bdb0,CHG0000126,New Deployment: vpn-deve-0271,New Deployment for vpn-deve-0271. This change involves new deployment activities.,standard,resolved,medium,0.3592,a1e31fdf-95a4-4fd9-84b7-21fa2c3ad6f7,0ab6f5c5-ff64-4df7-9fb8-1a2df130551f,New Deployment,Required new deployment to improve system stability and performance,"1. Pre-checks
2. Backup current state
3. Apply new deployment
4. Verify
5. Rollback if needed","1. Stop change
2. Restore from backup
3. Verify service restoration
4. Notify stakeholders","1. Functional testing
2. Performance validation
3. Integration check",Kevin Thompson,John Smith,Sarah Johnson,Jessica Garcia,2025-11-11 19:31:30,2025-11-12 01:31:30,2025-11-11 19:04:30,2025-11-11 20:04:30,2025-11-07 19:31:30,2025-11-08 14:31:30,2025-11-11 20:04:30,true,,false
cca3b069-43ae-4e0a-91bd-a7c135c4fc7f,CHG0000127,Security Patch: vpn-prod-0147,Security Patch for vpn-prod-0147. This change involves security patch activities.,emergency,resolved,high,0.7593,0fd1ec77-7604-4432-97a6-1a34e8f26467,541cbcda-42b7-490b-83b8-1e60396f364d,Security Patch,Required security patch to improve system stability and performance,"1. Pre-checks
2. Backup current state
3. Apply security patch
4. Verify
5. Rollback if needed","1. Stop change
2. Restore from backup
3. Verify service restoration
4. Notify stakeholders","1. Functional testing
2. Performance validation
3. Integration check",Michelle Robinson,Daniel Harris,Amanda White,Kevin Thompson,2025-11-10 04:18:17,2025-11-10 07:18:17,2025-11-10 04:36:17,2025-11-10 09:36:17,2025-11-05 04:18:17,2025-11-07 11:18:17,2025-11-10 09:36:17,true,,false
d6687d97-6cb0-427d-9e12-dd6ded119ef9,CHG0000128,Configuration Change: firewall-deve-0188,Configuration Change for firewall-deve-0188. This change involves configuration change activities.,standard,resolved,high,0.7134,9236425a-e2d4-401f-b91f-5be37e89e0f8,f24639db-705d-4ac1-a0be-3de9c28ea784,Configuration Change,Required configuration change to improve system stability and performance,"1. Pre-checks
2. Backup current state
3. Apply configuration change
4. Verify
5. Rollback if needed","1. Stop change
2. Restore from backup
3. Verify service restoration
4. Notify stakeholders","1. Functional testing
2. Performance validation
3. Integration check",Amanda White,James Brown,Lisa Anderson,James Brown,2026-01-27 08:30:56,2026-01-27 11:30:56,2026-01-27 08:36:56,2026-01-27 09:36:56,2026-01-23 08:30:56,2026-01-25 06:30:56,2026-01-27 09:36:56,true,,false
fb001a33-7e0e-4359-b772-a7f8e046c58e,CHG0000129,Hardware Upgrade: cloudfunction-prod-0073,Hardware Upgrade for cloudfunction-prod-0073. This change involves hardware upgrade activities.,standard,closed,high,0.721,e29547be-9452-480b-a757-30f4840a6bef,b9fe9953-0346-455c-94a1-c5a172a6e7b4,Hardware Upgrade,Required hardware upgrade to improve system stability and performance,"1. Pre-checks
2. Backup current state
3. Apply hardware upgrade
4. Verify
5. Rollback if needed","1. Stop change
2. Restore from backup
3. Verify service restoration
4. Notify stakeholders","1. Functional testing
2. Performance validation
3. Integration check",David Wilson,Daniel Harris,Emily Davis,Kevin Thompson,2026-01-07 02:31:28,2026-01-07 03:31:28,2026-01-07 02:40:28,2026-01-07 08:40:28,2025-12-28 02:31:28,2025-12-30 10:31:28,2026-01-07 08:40:28,false,Unexpected system behavior during change implementation,false
abf4778c-8d3d-4dab-8d11-1a1bdd938655,CHG0000130,Software Update: efs-stag-0090,Software Update for efs-stag-0090. This change involves software update activities.,normal,closed,critical,0.8494,2f284e96-d619-41df-bda1-ac64efa78b75,5dde88a6-aa1b-4250-9502-369757c5ad99,Software Update,Required software update to improve system stability and performance,"1. Pre-checks
2. Backup current state
3. Apply software update
4. Verify
5. Rollback if needed","1. Stop change
2. Restore from backup
3. Verify service restoration
4. Notify stakeholders","1. Functional testing
2. Performance validation
3. Integration check",Jessica Garcia,Jennifer Martinez,David Wilson,John Smith,2025-12-24 08:15:25,2025-12-24 12:15:25,2025-12-24 08:23:25,2025-12-24 10:23:25,2025-12-12 08:15:25,2025-12-15 06:15:25,2025-12-24 10:23:25,true,,false
6f260c77-014e-4e53-af5b-9449efcbe320,CHG0000131,Software Update: notification-test-0209,Software Update for notification-test-0209. This change involves software update activities.,normal,closed,critical,0.9598,0ac19ee3-e222-4517-abd9-a1813ccb8d98,1b317d1b-9bdd-4c2b-bffa-5e53d04b6c26,Software Update,Required software update to improve system stability and performance,"1. Pre-checks
2. Backup current state
3. Apply software update
4. Verify
5. Rollback if needed","1. Stop change
2. Restore from backup
3. Verify service restoration
4. Notify stakeholders","1. Functional testing
2. Performance validation
3. Integration check",David Wilson,Daniel Harris,Jessica Garcia,David Wilson,2025-11-29 16:59:40,2025-11-29 23:59:40,2025-11-29 16:30:40,2025-11-29 21:30:40,2025-11-17 16:59:40,2025-11-19 15:59:40,2025-11-29 21:30:40,true,,false
707cf9ba-d6d3-4ae3-bbcd-7f7332c5e99e,CHG0000132,New Deployment: alb-stag-0194,New Deployment for alb-stag-0194. This change involves new deployment activities.,normal,in_progress,medium,0.3758,ae7e6350-96b8-4afe-bbdb-05c4c69472fc,80527c4d-716a-4966-9c08-859ddc506570,New Deployment,Required new deployment to improve system stability and performance,"1. Pre-checks
2. Backup current state
3. Apply new deployment
4. Verify
5. Rollback if needed","1. Stop change
2. Restore from backup
3. Verify service restoration
4. Notify stakeholders","1. Functional testing
2. Performance validation
3. Integration check",Laura Clark,Michelle Robinson,Emily Davis,David Wilson,2026-02-04 14:27:30,2026-02-04 18:27:30,2026-02-04 14:32:30,,2026-01-21 14:27:30,2026-01-21 19:27:30,,,,false
c3fe39c9-2af6-4ed4-934d-55d557ea2390,CHG0000133,Maintenance Window: appservice-deve-0062,Maintenance Window for appservice-deve-0062. This change involves maintenance window activities.,normal,closed,medium,0.4515,2083c753-6688-49a4-a069-de836477b668,1b317d1b-9bdd-4c2b-bffa-5e53d04b6c26,Maintenance Window,Required maintenance window to improve system stability and performance,"1. Pre-checks
2. Backup current state
3. Apply maintenance window
4. Verify
5. Rollback if needed","1. Stop change
2. Restore from backup
3. Verify service restoration
4. Notify stakeholders","1. Functional testing
2. Performance validation
3. Integration check",Robert Taylor,Sarah Johnson,John Smith,Lisa Anderson,2025-12-03 21:31:50,2025-12-04 00:31:50,2025-12-03 21:38:50,2025-12-04 00:38:50,2025-11-26 21:31:50,2025-11-28 07:31:50,2025-12-04 00:38:50,true,,false
d2cb2c85-5d3c-433c-b6db-b383a2916450,CHG0000134,Software Update: auth-prod-0264,Software Update for auth-prod-0264. This change involves software update activities.,normal,in_progress,medium,0.4474,3e54714a-006f-484a-853f-962e8575ddd6,,Software Update,Required software update to improve system stability and performance,"1. Pre-checks
2. Backup current state
3. Apply software update
4. Verify
5. Rollback if needed","1. Stop change
2. Restore from backup
3. Verify service restoration
4. Notify stakeholders","1. Functional testing
2. Performance validation
3. Integration check",Daniel Harris,James Brown,Michael Chen,Michael Chen,2025-12-25 01:58:52,2025-12-25 02:58:52,2025-12-25 02:21:52,,2025-12-23 01:58:52,2025-12-23 19:58:52,,,,false
885f1357-877c-4f93-9efa-414b0f628d2d,CHG0000135,Maintenance Window: rabbitmq-prod-0014,Maintenance Window for rabbitmq-prod-0014. This change involves maintenance window activities.,normal,closed,low,0.1383,1c04e7eb-f642-447d-af1b-4695f68b5815,,Maintenance Window,Required maintenance window to improve system stability and performance,"1. Pre-checks
2. Backup current state
3. Apply maintenance window
4. Verify
5. Rollback if needed","1. Stop change
2. Restore from backup
3. Verify service restoration
4. Notify stakeholders","1. Functional testing
2. Performance validation
3. Integration check",Michael Chen,Christopher Lee,Sarah Johnson,Kevin Thompson,2025-11-20 01:28:05,2025-11-20 02:28:05,2025-11-20 01:03:05,2025-11-20 04:03:05,2025-11-11 01:28:05,2025-11-12 16:28:05,2025-11-20 04:03:05,true,,false
f2f96069-cb6a-4ec3-952b-6e6d511afa67,CHG0000136,New Deployment: router-prod-0299,New Deployment for router-prod-0299. This change involves new deployment activities.,normal,open,critical,0.8595,26ff72fe-10f8-4e71-8b1d-64f46feecf38,80527c4d-716a-4966-9c08-859ddc506570,New Deployment,Required new deployment to improve system stability and performance,"1. Pre-checks
2. Backup current state
3. Apply new deployment
4. Verify
5. Rollback if needed","1. Stop change
2. Restore from backup
3. Verify service restoration
4. Notify stakeholders","1. Functional testing
2. Performance validation
3. Integration check",Sarah Johnson,Jessica Garcia,,,2026-02-04 02:46:36,2026-02-04 05:46:36,,,2026-01-24 02:46:36,,,,,false
fef7c091-1489-420a-92e7-d207919f1dbe,CHG0000137,Software Update: vpn-test-0226,Software Update for vpn-test-0226. This change involves software update activities.,standard,in_progress,high,0.6042,0659d065-d6ea-45a3-894b-454ae8379ffd,1b317d1b-9bdd-4c2b-bffa-5e53d04b6c26,Software Update,Required software update to improve system stability and performance,"1. Pre-checks
2. Backup current state
3. Apply software update
4. Verify
5. Rollback if needed","1. Stop change
2. Restore from backup
3. Verify service restoration
4. Notify stakeholders","1. Functional testing
2. Performance validation
3. Integration check",David Wilson,Daniel Harris,Michelle Robinson,David Wilson,2025-12-12 02:02:02,2025-12-12 03:02:02,2025-12-12 02:28:02,,2025-12-09 02:02:02,2025-12-11 15:02:02,,,,false
25784e54-609a-4368-90a2-403eb2eeabf1,CHG0000138,New Deployment: ceph-test-0252,New Deployment for ceph-test-0252. This change involves new deployment activities.,normal,in_progress,high,0.68,bf60767a-9e9d-428d-9890-7b7fbaef4e02,8e1c81ff-9d7e-446d-849f-8ac123da8bef,New Deployment,Required new deployment to improve system stability and performance,"1. Pre-checks
2. Backup current state
3. Apply new deployment
4. Verify
5. Rollback if needed","1. Stop change
2. Restore from backup
3. Verify service restoration
4. Notify stakeholders","1. Functional testing
2. Performance validation
3. Integration check",Robert Taylor,John Smith,Daniel Harris,Robert Taylor,2026-01-03 01:48:21,2026-01-03 04:48:21,2026-01-03 02:07:21,,2026-01-02 01:48:21,2026-01-02 13:48:21,,,,false
e6a8086e-2e62-4753-9d80-c14b0aad544b,CHG0000139,Hardware Upgrade: rabbitmq-test-0046,Hardware Upgrade for rabbitmq-test-0046. This change involves hardware upgrade activities.,standard,open,critical,0.8498,98fa29c3-028f-4408-ade0-45c7a40dfdad,9e0f8d3a-b07a-4be3-8cea-977f89543359,Hardware Upgrade,Required hardware upgrade to improve system stability and performance,"1. Pre-checks
2. Backup current state
3. Apply hardware upgrade
4. Verify
5. Rollback if needed","1. Stop change
2. Restore from backup
3. Verify service restoration
4. Notify stakeholders","1. Functional testing
2. Performance validation
3. Integration check",James Brown,Jessica Garcia,,,2025-12-25 00:50:15,2025-12-25 03:50:15,,,2025-12-13 00:50:15,,,,,false
ae6389d8-2ad9-42dc-925e-816806b07663,CHG0000140,Optimization: dns-test-0041,Optimization for dns-test-0041. This change involves optimization activities.,emergency,resolved,critical,0.8214,2ba8a87b-7973-45b2-a13f-47faa763d4ec,7f62fecd-2388-45ac-b906-de6be5343086,Optimization,Required optimization to improve system stability and performance,"1. Pre-checks
2. Backup current state
3. Apply optimization
4. Verify
5. Rollback if needed","1. Stop change
2. Restore from backup
3. Verify service restoration
4. Notify stakeholders","1. Functional testing
2. Performance validation
3. Integration check",Michelle Robinson,Jennifer Martinez,Christopher Lee,David Wilson,2025-12-09 17:47:19,2025-12-09 19:47:19,2025-12-09 17:55:19,2025-12-09 19:55:19,2025-11-28 17:47:19,2025-11-29 07:47:19,2025-12-09 19:55:19,false,Unexpected system behavior during change implementation,true
445fea97-e203-4b37-8f0e-03ed992cf281,CHG0000141,Maintenance Window: activemq-test-0098,Maintenance Window for activemq-test-0098. This change involves maintenance window activities.,normal,resolved,low,0.2746,c123741a-8a28-48d1-b80c-d67773467c43,0b86f888-18fa-41d7-9f06-8e24157e707a,Maintenance Window,Required maintenance window to improve system stability and performance,"1. Pre-checks
2. Backup current state
3. Apply maintenance window
4. Verify
5. Rollback if needed","1. Stop change
2. Restore from backup
3. Verify service restoration
4. Notify stakeholders","1. Functional testing
2. Performance validation
3. Integration check",Lisa Anderson,Christopher Lee,Sarah Johnson,David Wilson,2025-11-17 07:39:26,2025-11-17 12:39:26,2025-11-17 07:46:26,2025-11-17 08:46:26,2025-11-12 07:39:26,2025-11-13 20:39:26,2025-11-17 08:46:26,true,,false
1183408a-f77b-4a09-a4e0-180bccdac45b,CHG0000142,Software Update: Infrastructure,Software Update for infrastructure. This change involves software update activities.,emergency,in_progress,medium,0.3756,,,Software Update,Required software update to improve system stability and performance,"1. Pre-checks
2. Backup current state
3. Apply software update
4. Verify
5. Rollback if needed","1. Stop change
2. Restore from backup
3. Verify service restoration
4. Notify stakeholders","1. Functional testing
2. Performance validation
3. Integration check",Robert Taylor,Emily Davis,Daniel Harris,Laura Clark,2025-12-08 22:10:32,2025-12-09 02:10:32,2025-12-08 21:53:32,,2025-12-07 22:10:32,2025-12-10 11:10:32,,,,false
6d8c1bde-e5e9-4785-a630-59bfbf755310,CHG0000143,Optimization: s3-deve-0256,Optimization for s3-deve-0256. This change involves optimization activities.,normal,closed,high,0.6338,df684f46-a1e2-42d3-8816-d53e166fc715,f9c1269b-0495-436f-b7f9-ba6e77ec6bda,Optimization,Required optimization to improve system stability and performance,"1. Pre-checks
2. Backup current state
3. Apply optimization
4. Verify
5. Rollback if needed","1. Stop change
2. Restore from backup
3. Verify service restoration
4. Notify stakeholders","1. Functional testing
2. Performance validation
3. Integration check",Lisa Anderson,Emily Davis,James Brown,Robert Taylor,2025-11-25 18:36:12,2025-11-25 19:36:12,2025-11-25 18:46:12,2025-11-25 19:46:12,2025-11-23 18:36:12,2025-11-24 18:36:12,2025-11-25 19:46:12,true,,false
92cb24bc-833e-4a69-88a5-e8dde4290369,CHG0000144,Configuration Change: mongodb-prod-0175,Configuration Change for mongodb-prod-0175. This change involves configuration change activities.,normal,closed,high,0.6876,15ec5d06-931e-4eba-a23f-bb1d2c2f334d,3630dfb9-c14d-4f28-a4f2-4de2fc2c434a,Configuration Change,Required configuration change to improve system stability and performance,"1. Pre-checks
2. Backup current state
3. Apply configuration change
4. Verify
5. Rollback if needed","1. Stop change
2. Restore from backup
3. Verify service restoration
4. Notify stakeholders","1. Functional testing
2. Performance validation
3. Integration check",Jennifer Martinez,Emily Davis,Lisa Anderson,Christopher Lee,2026-01-12 09:53:22,2026-01-12 13:53:22,2026-01-12 10:18:22,2026-01-12 12:18:22,2026-01-04 09:53:22,2026-01-06 19:53:22,2026-01-12 12:18:22,true,,false
c2619e49-02db-4718-af23-3d6c885c5612,CHG0000145,Rollback: firewall-stag-0012,Rollback for firewall-stag-0012. This change involves rollback activities.,normal,in_progress,medium,0.4943,4c4a3187-86ab-42b5-883b-fb69657d7983,6284d7b3-c605-4370-93f9-97ab0da34b42,Rollback,Required rollback to improve system stability and performance,"1. Pre-checks
2. Backup current state
3. Apply rollback
4. Verify
5. Rollback if needed","1. Stop change
2. Restore from backup
3. Verify service restoration
4. Notify stakeholders","1. Functional testing
2. Performance validation
3. Integration check",Emily Davis,Kevin Thompson,Laura Clark,Sarah Johnson,2026-02-09 09:14:18,2026-02-09 16:14:18,2026-02-09 09:27:18,,2026-01-31 09:14:18,2026-02-02 16:14:18,,,,false
8721a97a-145b-4d02-bc2c-ff71a0b07ba8,CHG0000146,Hardware Upgrade: Infrastructure,Hardware Upgrade for infrastructure. This change involves hardware upgrade activities.,normal,closed,medium,0.5146,,,Hardware Upgrade,Required hardware upgrade to improve system stability and performance,"1. Pre-checks
2. Backup current state
3. Apply hardware upgrade
4. Verify
5. Rollback if needed","1. Stop change
2. Restore from backup
3. Verify service restoration
4. Notify stakeholders","1. Functional testing
2. Performance validation
3. Integration check",Lisa Anderson,Jennifer Martinez,Jessica Garcia,Christopher Lee,2025-11-26 12:22:14,2025-11-26 13:22:14,2025-11-26 12:26:14,2025-11-26 14:26:14,2025-11-20 12:22:14,2025-11-22 16:22:14,2025-11-26 14:26:14,false,Unexpected system behavior during change implementation,false
4b50e8d9-8253-4ac3-9d5b-d08cb9a692bc,CHG0000147,Migration: firewall-deve-0188,Migration for firewall-deve-0188. This change involves migration activities.,normal,pending,low,0.2619,9236425a-e2d4-401f-b91f-5be37e89e0f8,f24639db-705d-4ac1-a0be-3de9c28ea784,Migration,Required migration to improve system stability and performance,"1. Pre-checks
2. Backup current state
3. Apply migration
4. Verify
5. Rollback if needed","1. Stop change
2. Restore from backup
3. Verify service restoration
4. Notify stakeholders","1. Functional testing
2. Performance validation
3. Integration check",Robert Taylor,Daniel Harris,,,2025-12-23 07:26:05,2025-12-23 09:26:05,,,2025-12-15 07:26:05,,,,,false
bf759a2f-553f-4e86-acc1-561da8d7df13,CHG0000148,New Deployment: efs-stag-0090,New Deployment for efs-stag-0090. This change involves new deployment activities.,normal,closed,medium,0.3082,2f284e96-d619-41df-bda1-ac64efa78b75,5dde88a6-aa1b-4250-9502-369757c5ad99,New Deployment,Required new deployment to improve system stability and performance,"1. Pre-checks
2. Backup current state
3. Apply new deployment
4. Verify
5. Rollback if needed","1. Stop change
2. Restore from backup
3. Verify service restoration
4. Notify stakeholders","1. Functional testing
2. Performance validation
3. Integration check",Robert Taylor,Jennifer Martinez,Michelle Robinson,Amanda White,2026-01-20 16:51:33,2026-01-20 23:51:33,2026-01-20 17:09:33,2026-01-20 22:09:33,2026-01-14 16:51:33,2026-01-17 06:51:33,2026-01-20 22:09:33,true,,false
74fd0f55-4611-46aa-9e21-c04cc1fd682e,CHG0000149,Configuration Change: worker-test-0020,Configuration Change for worker-test-0020. This change involves configuration change activities.,normal,closed,high,0.7807,42f1a97a-01e6-47b4-9089-582e3a478b74,a5f8b430-fb1f-4c8b-b042-5fe74b8fada9,Configuration Change,Required configuration change to improve system stability and performance,"1. Pre-checks
2. Backup current state
3. Apply configuration change
4. Verify
5. Rollback if needed","1. Stop change
2. Restore from backup
3. Verify service restoration
4. Notify stakeholders","1. Functional testing
2. Performance validation
3. Integration check",Robert Taylor,Amanda White,David Wilson,Amanda White,2025-11-19 09:50:28,2025-11-19 13:50:28,2025-11-19 10:06:28,2025-11-19 15:06:28,2025-11-07 09:50:28,2025-11-09 20:50:28,2025-11-19 15:06:28,true,,false
6888da1c-0ddc-4480-bfc7-b3f7975aedfb,CHG0000150,Rollback: api-deve-0034,Rollback for api-deve-0034. This change involves rollback activities.,emergency,in_progress,critical,0.8178,ad1610bb-19b7-41bf-8d7c-4c4246ba5aea,9c1bf4ca-cf8a-451e-a0a4-3af8f7f10f65,Rollback,Required rollback to improve system stability and performance,"1. Pre-checks
2. Backup current state
3. Apply rollback
4. Verify
5. Rollback if needed","1. Stop change
2. Restore from backup
3. Verify service restoration
4. Notify stakeholders","1. Functional testing
2. Performance validation
3. Integration check",Kevin Thompson,Michael Chen,Jessica Garcia,Lisa Anderson,2025-12-17 00:26:01,2025-12-17 08:26:01,2025-12-17 00:40:01,,2025-12-09 00:26:01,2025-12-09 08:26:01,,,,false
3e66611c-c484-40a1-a6ae-e30c094c4829,CHG0000151,Optimization: app-stag-0101,Optimization for app-stag-0101. This change involves optimization activities.,standard,resolved,medium,0.5314,55e6ee5c-7cdb-4d54-986a-643aa9c06e7d,,Optimization,Required optimization to improve system stability and performance,"1. Pre-checks
2. Backup current state
3. Apply optimization
4. Verify
5. Rollback if needed","1. Stop change
2. Restore from backup
3. Verify service restoration
4. Notify stakeholders","1. Functional testing
2. Performance validation
3. Integration check",Michael Chen,Kevin Thompson,Laura Clark,Laura Clark,2026-01-26 18:36:27,2026-01-27 02:36:27,2026-01-26 18:30:27,2026-01-26 19:30:27,2026-01-25 18:36:27,2026-01-27 09:36:27,2026-01-26 19:30:27,true,,false
af246475-6fdc-46ef-a63b-992ba292cc7f,CHG0000152,Rollback: appservice-stag-0224,Rollback for appservice-stag-0224. This change involves rollback activities.,standard,open,medium,0.5046,f4ff1e8e-7197-4752-b1e9-cae2cb64a054,9ce9f7de-26d1-44ff-a36f-b76bcde19def,Rollback,Required rollback to improve system stability and performance,"1. Pre-checks
2. Backup current state
3. Apply rollback
4. Verify
5. Rollback if needed","1. Stop change
2. Restore from backup
3. Verify service restoration
4. Notify stakeholders","1. Functional testing
2. Performance validation
3. Integration check",Laura Clark,Sarah Johnson,,,2025-11-27 16:31:20,2025-11-27 20:31:20,,,2025-11-21 16:31:20,,,,,false
e3ff6541-cd27-472b-853f-8b4cbe4beaf8,CHG0000153,New Deployment: s3-deve-0096,New Deployment for s3-deve-0096. This change involves new deployment activities.,normal,resolved,high,0.6459,b905cdb4-7dc5-444d-9a69-047d0ee27d6b,,New Deployment,Required new deployment to improve system stability and performance,"1. Pre-checks
2. Backup current state
3. Apply new deployment
4. Verify
5. Rollback if needed","1. Stop change
2. Restore from backup
3. Verify service restoration
4. Notify stakeholders","1. Functional testing
2. Performance validation
3. Integration check",Daniel Harris,Daniel Harris,Christopher Lee,Kevin Thompson,2025-12-04 01:13:51,2025-12-04 06:13:51,2025-12-04 01:25:51,2025-12-04 04:25:51,2025-12-03 01:13:51,2025-12-03 08:13:51,2025-12-04 04:25:51,true,,false
1459fc27-7433-44b7-8be6-ad6479f701f6,CHG0000154,Security Patch: firewall-prod-0278,Security Patch for firewall-prod-0278. This change involves security patch activities.,normal,pending,low,0.2407,bdea531e-97cf-4ef1-8a63-a5b3a2e3e0a8,0b86f888-18fa-41d7-9f06-8e24157e707a,Security Patch,Required security patch to improve system stability and performance,"1. Pre-checks
2. Backup current state
3. Apply security patch
4. Verify
5. Rollback if needed","1. Stop change
2. Restore from backup
3. Verify service restoration
4. Notify stakeholders","1. Functional testing
2. Performance validation
3. Integration check",Lisa Anderson,Daniel Harris,,,2025-12-21 01:26:38,2025-12-21 06:26:38,,,2025-12-16 01:26:38,,,,,false
c8b14ae2-40f5-4413-9879-81aa04d629a4,CHG0000155,Configuration Change: reporting-dr-0151,Configuration Change for reporting-dr-0151. This change involves configuration change activities.,normal,resolved,low,0.2486,5396b87f-69d5-49d0-8991-08349380bd98,f9c1269b-0495-436f-b7f9-ba6e77ec6bda,Configuration Change,Required configuration change to improve system stability and performance,"1. Pre-checks
2. Backup current state
3. Apply configuration change
4. Verify
5. Rollback if needed","1. Stop change
2. Restore from backup
3. Verify service restoration
4. Notify stakeholders","1. Functional testing
2. Performance validation
3. Integration check",James Brown,Emily Davis,Christopher Lee,Daniel Harris,2025-12-07 10:53:20,2025-12-07 15:53:20,2025-12-07 11:16:20,2025-12-07 13:16:20,2025-12-04 10:53:20,2025-12-06 16:53:20,2025-12-07 13:16:20,true,,false
8a37b7f9-7978-4a75-922f-33139b81b2ed,CHG0000156,Maintenance Window: lambda-test-0173,Maintenance Window for lambda-test-0173. This change involves maintenance window activities.,standard,pending,critical,0.8279,2dc68f81-3734-465e-9874-6d8fae443e1e,0ab6f5c5-ff64-4df7-9fb8-1a2df130551f,Maintenance Window,Required maintenance window to improve system stability and performance,"1. Pre-checks
2. Backup current state
3. Apply maintenance window
4. Verify
5. Rollback if needed","1. Stop change
2. Restore from backup
3. Verify service restoration
4. Notify stakeholders","1. Functional testing
2. Performance validation
3. Integration check",Lisa Anderson,Lisa Anderson,,,2026-01-08 18:17:05,2026-01-09 01:17:05,,,2026-01-02 18:17:05,,,,,false
ef48376b-57ba-425c-ac03-cf7496d0945e,CHG0000157,Hardware Upgrade: ecs-instance-prod-0190,Hardware Upgrade for ecs-instance-prod-0190. This change involves hardware upgrade activities.,normal,resolved,low,0.1818,6e9a983c-e9f3-4256-b39d-107e3cce882d,,Hardware Upgrade,Required hardware upgrade to improve system stability and performance,"1. Pre-checks
2. Backup current state
3. Apply hardware upgrade
4. Verify
5. Rollback if needed","1. Stop change
2. Restore from backup
3. Verify service restoration
4. Notify stakeholders","1. Functional testing
2. Performance validation
3. Integration check",Laura Clark,Robert Taylor,Daniel Harris,Christopher Lee,2026-01-14 15:40:29,2026-01-14 22:40:29,2026-01-14 15:33:29,2026-01-14 16:33:29,2026-01-05 15:40:29,2026-01-07 18:40:29,2026-01-14 16:33:29,true,,false
6bc2ff1e-9243-4fa2-b752-c6ece8ecb20f,CHG0000158,Optimization: s3-dr-0148,Optimization for s3-dr-0148. This change involves optimization activities.,standard,in_progress,high,0.7599,220235ac-1664-4bf4-ab9a-3a5e780fff50,,Optimization,Required optimization to improve system stability and performance,"1. Pre-checks
2. Backup current state
3. Apply optimization
4. Verify
5. Rollback if needed","1. Stop change
2. Restore from backup
3. Verify service restoration
4. Notify stakeholders","1. Functional testing
2. Performance validation
3. Integration check",Michael Chen,Emily Davis,Laura Clark,Laura Clark,2025-12-04 12:05:04,2025-12-04 17:05:04,2025-12-04 12:31:04,,2025-11-30 12:05:04,2025-12-01 07:05:04,,,,false
4ca21ecb-3fa9-4188-820c-7e173d4a07a1,CHG0000159,Maintenance Window: ceph-dr-0138,Maintenance Window for ceph-dr-0138. This change involves maintenance window activities.,standard,open,high,0.7348,fecfed46-06bf-4df6-b042-1f57cd2b4490,b9fe9953-0346-455c-94a1-c5a172a6e7b4,Maintenance Window,Required maintenance window to improve system stability and performance,"1. Pre-checks
2. Backup current state
3. Apply maintenance window
4. Verify
5. Rollback if needed","1. Stop change
2. Restore from backup
3. Verify service restoration
4. Notify stakeholders","1. Functional testing
2. Performance validation
3. Integration check",Amanda White,Michael Chen,,,2025-11-18 01:04:07,2025-11-18 08:04:07,,,2025-11-14 01:04:07,,,,,false
9432a93b-eb9e-4c54-9382-36851c1d75a9,CHG0000160,Maintenance Window: haproxy-prod-0104,Maintenance Window for haproxy-prod-0104. This change involves maintenance window activities.,standard,resolved,low,0.1858,d2e856c3-c358-4573-80a6-0d47819ad853,0b86f888-18fa-41d7-9f06-8e24157e707a,Maintenance Window,Required maintenance window to improve system stability and performance,"1. Pre-checks
2. Backup current state
3. Apply maintenance window
4. Verify
5. Rollback if needed","1. Stop change
2. Restore from backup
3. Verify service restoration
4. Notify stakeholders","1. Functional testing
2. Performance validation
3. Integration check",Emily Davis,Jennifer Martinez,Michelle Robinson,Kevin Thompson,2025-12-05 01:08:14,2025-12-05 05:08:14,2025-12-05 01:08:14,2025-12-05 07:08:14,2025-11-25 01:08:14,2025-11-27 10:08:14,2025-12-05 07:08:14,true,,false
986a785d-e7a7-4e23-a45f-c3a837b6a823,CHG0000161,Rollback: memcached-prod-0077,Rollback for memcached-prod-0077. This change involves rollback activities.,emergency,pending,critical,0.8577,c55f29f5-6dc2-48d6-a219-5729b0cc9217,,Rollback,Required rollback to improve system stability and performance,"1. Pre-checks
2. Backup current state
3. Apply rollback
4. Verify
5. Rollback if needed","1. Stop change
2. Restore from backup
3. Verify service restoration
4. Notify stakeholders","1. Functional testing
2. Performance validation
3. Integration check",Sarah Johnson,Jessica Garcia,,,2026-01-28 15:46:48,2026-01-28 17:46:48,,,2026-01-23 15:46:48,,,,,false
3b059abc-f179-498f-ba7a-65401a98104f,CHG0000162,New Deployment: Infrastructure,New Deployment for infrastructure. This change involves new deployment activities.,standard,resolved,low,0.1976,,,New Deployment,Required new deployment to improve system stability and performance,"1. Pre-checks
2. Backup current state
3. Apply new deployment
4. Verify
5. Rollback if needed","1. Stop change
2. Restore from backup
3. Verify service restoration
4. Notify stakeholders","1. Functional testing
2. Performance validation
3. Integration check",Jennifer Martinez,Jessica Garcia,Daniel Harris,Lisa Anderson,2026-01-25 06:52:33,2026-01-25 07:52:33,2026-01-25 07:10:33,2026-01-25 11:10:33,2026-01-17 06:52:33,2026-01-18 02:52:33,2026-01-25 11:10:33,false,Unexpected system behavior during change implementation,true
