ci_id,ci_name,ci_type,service_id,description,environment,status,version,ip_address,hostname,operating_system,cpu_cores,memory_gb,storage_gb,cloud_provider,cloud_region,cost_per_month,health_status,last_health_check,created_at,updated_at
ea634f6b-18d9-48dd-b781-9a263130947e,redis-stag-0161,cache,b9fe9953-0346-455c-94a1-c5a172a6e7b4,Cache for redis workload,staging,open,6.0,10.252.100.188,redis-stag-0161.internal.example.com,,16,54,428,AWS,eu-west-1,310.8,degraded,2026-01-31 10:59:28,2025-12-15 20:38:23,2026-02-03 20:38:23
11e25686-a67e-41ef-b460-f7ff4a084cf2,router-prod-0162,network,9e0f8d3a-b07a-4be3-8cea-977f89543359,Network for router workload,production,open,1.0,10.192.157.27,router-prod-0162.internal.example.com,,7,30,52,On-Premise,dc-east,94.64,healthy,2026-01-31 11:32:28,2025-07-21 11:51:39,2025-08-16 11:51:39
a3c3fbec-1c94-4e37-af94-c35482bf8f21,s3-dr-0163,storage,fa8b3d62-d044-4c49-8ca7-4efaa127c730,Storage for s3 workload,dr,closed,1.0,10.43.48.130,s3-dr-0163.internal.example.com,,3,24,28070,Azure,westeurope,2740.75,healthy,2026-01-31 10:55:28,2025-08-10 04:29:59,2025-09-04 04:29:59
297c4236-81ab-4f6a-a7c6-97c1bd29af43,elasticsearch-stag-0164,database,7fa559bc-2833-4dcf-ac5b-1e2401d09160,Database for elasticsearch workload,staging,open,8.0,10.119.38.242,elasticsearch-stag-0164.internal.example.com,,62,193,6938,On-Premise,dc-west,1189.86,healthy,2026-01-31 10:58:28,2025-07-17 23:23:16,2025-09-04 23:23:16
f18b28fa-242a-4295-83dd-7be8aa7598a1,lambda-prod-0165,cloud_service,3630dfb9-c14d-4f28-a4f2-4de2fc2c434a,Cloud Service for lambda workload,production,open,1.0,10.61.46.41,lambda-prod-0165.internal.example.com,,1,12,36,Azure,southeastasia,35.72,healthy,2026-01-31 11:28:28,2025-09-19 23:01:58,2025-11-10 23:01:58
cd37e02c-0d67-4718-a223-55740397bab4,lambda-prod-0166,cloud_service,5dde88a6-aa1b-4250-9502-369757c5ad99,Cloud Service for lambda workload,production,open,1.0,10.89.15.244,lambda-prod-0166.internal.example.com,,3,13,75,GCP,us-east1,57.15,healthy,2026-01-31 11:19:28,2025-02-25 22:41:17,2025-04-01 22:41:17
18fd172f-3199-43dc-8b66-5da9cc302f61,k8s-node-prod-0167,container,0ab6f5c5-ff64-4df7-9fb8-1a2df130551f,Container for k8s-node workload,production,open,1.28,10.190.43.150,k8s-node-prod-0167.internal.example.com,,61,231,655,AWS,us-west-2,1137.5,healthy,2026-01-31 10:49:28,2025-04-07 19:01:17,2025-05-29 19:01:17
0a81b48a-53dd-4342-a938-6a976e652464,mysql-dr-0168,database,,Database for mysql workload,dr,in_progress,8.0,10.25.86.237,mysql-dr-0168.internal.example.com,,13,495,5932,Azure,southeastasia,1627.54,healthy,2026-01-31 10:55:28,2025-04-03 13:21:44,2025-05-19 13:21:44
b851b00b-7cc0-42d9-a5bf-af72afbe7551,activemq-prod-0169,message_queue,fa8b3d62-d044-4c49-8ca7-4efaa127c730,Message Queue for activemq workload,production,open,3.11,10.125.151.128,activemq-prod-0169.internal.example.com,,6,25,386,On-Premise,dc-west,104.02,healthy,2026-01-31 11:12:28,2025-09-16 17:13:09,2025-10-16 17:13:09
8acb3662-2d76-44c8-89b0-54404124f32b,web-prod-0170,server,eab1fa5b-ffa4-4067-bcce-6ce998814034,Server for web workload,production,open,Ubuntu 22.04,10.248.176.234,web-prod-0170.internal.example.com,Amazon Linux 2,29,75,610,Azure,southeastasia,475.95,healthy,2026-01-31 11:36:28,2025-08-15 00:52:57,2025-08-16 00:52:57
ce476033-fa79-4f06-82f1-b36a5d79c16f,varnish-prod-0171,cache,,Cache for varnish workload,production,closed,6.0,10.51.126.169,varnish-prod-0171.internal.example.com,,11,83,233,GCP,us-central1,269.37,healthy,2026-01-31 11:13:28,2025-11-26 20:16:56,2026-01-17 20:16:56
be8068dd-2ddd-4788-a1ec-e795f8dfea6f,app-stag-0172,server,,Server for app workload,staging,open,RHEL 8,10.183.14.181,app-stag-0172.internal.example.com,Amazon Linux 2,31,30,460,On-Premise,dc-eu,291.2,degraded,2026-01-31 11:11:28,2025-11-30 23:23:09,2025-12-09 23:23:09
2dc68f81-3734-465e-9874-6d8fae443e1e,lambda-test-0173,cloud_service,0ab6f5c5-ff64-4df7-9fb8-1a2df130551f,Cloud Service for lambda workload,testing,open,1.0,10.244.0.85,lambda-test-0173.internal.example.com,,1,2,39,On-Premise,dc-eu,12.53,degraded,2026-01-31 11:35:28,2025-12-05 19:46:27,2026-01-25 19:46:27
ad4fae2e-e2a8-44f5-abc3-21152c8b1acd,inventory-deve-0174,application,b9fe9953-0346-455c-94a1-c5a172a6e7b4,Application for inventory workload,development,in_progress,1.0,10.37.191.181,inventory-deve-0174.internal.example.com,,13,62,122,GCP,us-central1,239.58,degraded,2026-01-31 11:22:28,2025-03-29 06:58:10,2025-05-05 06:58:10
15ec5d06-931e-4eba-a23f-bb1d2c2f334d,mongodb-prod-0175,database,3630dfb9-c14d-4f28-a4f2-4de2fc2c434a,Database for mongodb workload,production,open,8.0,10.182.114.171,mongodb-prod-0175.internal.example.com,,58,359,8482,Azure,westus2,2038.89,healthy,2026-01-31 11:36:28,2025-12-29 23:21:34,2026-01-22 23:21:34
b6a78847-afbe-458d-8598-8b24a8aec9a3,haproxy-prod-0176,load_balancer,,Load Balancer for haproxy workload,production,open,1.0,10.113.53.240,haproxy-prod-0176.internal.example.com,,16,44,58,AWS,ap-southeast-1,253.8,healthy,2026-01-31 11:26:28,2025-05-05 09:44:24,2025-06-21 09:44:24
1267b3ea-59b3-47f4-bae3-5c9dcbfca46e,postgres-prod-0177,database,1b317d1b-9bdd-4c2b-bffa-5e53d04b6c26,Database for postgres workload,production,open,8.0,10.127.34.90,postgres-prod-0177.internal.example.com,,60,394,6000,GCP,us-east1,1789.2,healthy,2026-01-31 11:41:28,2025-09-16 12:13:21,2025-11-01 12:13:21
1a4189a7-ca6e-401a-9faf-db9ce91da8b0,web-prod-0178,server,,Server for web workload,production,open,Amazon Linux 2,10.245.115.42,web-prod-0178.internal.example.com,Windows Server 2022,19,120,875,On-Premise,dc-west,362.25,healthy,2026-01-31 10:53:28,2025-11-07 01:28:25,2025-11-09 01:28:25
df214f35-3069-42a1-8440-3b6227ca4637,alb-prod-0179,load_balancer,eab1fa5b-ffa4-4067-bcce-6ce998814034,Load Balancer for alb workload,production,open,1.0,10.247.15.111,alb-prod-0179.internal.example.com,,10,18,69,AWS,us-east-1,142.9,degraded,2026-01-31 11:37:28,2025-11-07 15:11:51,2025-12-15 15:11:51
ffbae98c-2274-4ceb-86e6-1ce97c090642,kafka-prod-0180,message_queue,,Message Queue for kafka workload,production,open,3.11,10.152.121.25,kafka-prod-0180.internal.example.com,,10,52,667,GCP,us-east1,243.63,healthy,2026-01-31 11:11:28,2025-11-03 21:27:56,2025-12-08 21:27:56
0be27d02-8aa2-4b68-9d93-ebdc531b61be,nfs-prod-0181,storage,f24639db-705d-4ac1-a0be-3de9c28ea784,Storage for nfs workload,production,open,1.0,10.105.87.164,nfs-prod-0181.internal.example.com,,7,28,40335,AWS,ap-southeast-1,4159.5,healthy,2026-01-31 11:42:28,2025-10-03 19:04:39,2025-11-02 19:04:39
a77b59bc-6f0e-4228-b498-868376945ea5,mongodb-deve-0182,database,,Database for mongodb workload,development,open,8.0,10.195.189.48,mongodb-deve-0182.internal.example.com,,24,78,9414,On-Premise,dc-asia,936.18,healthy,2026-01-31 11:31:28,2025-08-17 18:32:20,2025-09-14 18:32:20
b5aca436-23d9-4045-828f-da8ce3899a0e,efs-prod-0183,storage,0b86f888-18fa-41d7-9f06-8e24157e707a,Storage for efs workload,production,open,1.0,10.116.31.216,efs-prod-0183.internal.example.com,,7,11,6616,GCP,us-central1,678.24,healthy,2026-01-31 11:14:28,2025-07-27 07:31:16,2025-08-22 07:31:16
f5843d2b-a319-483e-aa69-f0d891590fe6,ecs-instance-test-0184,container,1b317d1b-9bdd-4c2b-bffa-5e53d04b6c26,Container for ecs-instance workload,testing,open,1.28,10.75.61.244,ecs-instance-test-0184.internal.example.com,,33,250,1662,On-Premise,dc-west,697.34,healthy,2026-01-31 11:36:28,2025-02-18 06:05:19,2025-04-19 06:05:19
56af5661-8b95-4621-ac58-75277ee7246d,payment-test-0185,application,7f62fecd-2388-45ac-b906-de6be5343086,Application for payment workload,testing,open,1.0,10.132.163.234,payment-test-0185.internal.example.com,,8,16,471,Azure,eastus,151.14,healthy,2026-01-31 10:56:28,2025-12-18 17:11:30,2025-12-22 17:11:30
eae4ce4a-9426-49a3-86f7-6998848679bd,redis-stag-0186,database,fa8b3d62-d044-4c49-8ca7-4efaa127c730,Database for redis workload,staging,open,8.0,10.75.51.237,redis-stag-0186.internal.example.com,,63,38,9061,GCP,europe-west1,1450.89,healthy,2026-01-31 10:58:28,2025-09-02 15:54:16,2025-09-08 15:54:16
a5c64c89-6e19-4330-87bc-9ba55b6d53f8,f5-test-0187,load_balancer,9c1bf4ca-cf8a-451e-a0a4-3af8f7f10f65,Load Balancer for f5 workload,testing,open,1.0,10.73.205.10,f5-test-0187.internal.example.com,,13,46,171,On-Premise,dc-eu,167.37,healthy,2026-01-31 10:51:28,2025-02-19 18:04:38,2025-03-12 18:04:38
9236425a-e2d4-401f-b91f-5be37e89e0f8,firewall-deve-0188,network,f24639db-705d-4ac1-a0be-3de9c28ea784,Network for firewall workload,development,in_progress,1.0,10.50.116.35,firewall-deve-0188.internal.example.com,,8,13,129,GCP,europe-west1,107.01,healthy,2026-01-31 11:00:28,2025-06-24 05:42:25,2025-07-22 05:42:25
c4babe32-8982-4b1f-914c-f802f712eae9,memcached-deve-0189,cache,fa8b3d62-d044-4c49-8ca7-4efaa127c730,Cache for memcached workload,development,open,6.0,10.81.33.80,memcached-deve-0189.internal.example.com,,10,110,298,AWS,us-west-2,349.8,healthy,2026-01-31 11:22:28,2025-10-23 01:25:17,2025-10-31 01:25:17
6e9a983c-e9f3-4256-b39d-107e3cce882d,ecs-instance-prod-0190,container,,Container for ecs-instance workload,production,open,1.28,10.140.188.211,ecs-instance-prod-0190.internal.example.com,,23,40,1134,Azure,westus2,402.23,healthy,2026-01-31 11:22:28,2025-02-26 00:55:43,2025-04-07 00:55:43
5c57a0dc-cc93-490f-91fc-639c68aba9f1,mysql-prod-0191,database,80527c4d-716a-4966-9c08-859ddc506570,Database for mysql workload,production,open,8.0,10.132.46.73,mysql-prod-0191.internal.example.com,,38,332,9533,On-Premise,dc-asia,1398.11,healthy,2026-01-31 11:44:28,2025-07-30 00:20:29,2025-08-09 00:20:29
9afb888c-a5ad-411b-be47-dae081d205ff,lambda-test-0192,cloud_service,3630dfb9-c14d-4f28-a4f2-4de2fc2c434a,Cloud Service for lambda workload,testing,open,1.0,10.4.114.65,lambda-test-0192.internal.example.com,,1,1,70,Azure,westus2,18.05,healthy,2026-01-31 11:28:28,2025-04-09 11:22:40,2025-05-24 11:22:40
a14e7873-9d59-4476-b927-6676a2340a25,nginx-test-0193,load_balancer,9ce9f7de-26d1-44ff-a36f-b76bcde19def,Load Balancer for nginx workload,testing,open,1.0,10.3.191.144,nginx-test-0193.internal.example.com,,8,51,183,GCP,asia-east1,180.27,healthy,2026-01-31 11:09:28,2025-12-17 02:16:03,2026-01-04 02:16:03
ae7e6350-96b8-4afe-bbdb-05c4c69472fc,alb-stag-0194,load_balancer,80527c4d-716a-4966-9c08-859ddc506570,Load Balancer for alb workload,staging,open,1.0,10.123.29.207,alb-stag-0194.internal.example.com,,8,24,126,GCP,europe-west1,126.54,degraded,2026-01-31 10:56:28,2025-05-07 17:15:59,2025-06-14 17:15:59
13b410a8-52e2-44f7-a9d0-e5d8c16d0768,sqs-deve-0195,message_queue,,Message Queue for sqs workload,development,open,3.11,10.97.175.186,sqs-deve-0195.internal.example.com,,8,34,514,AWS,ap-southeast-1,199.4,healthy,2026-01-31 11:04:28,2025-08-17 13:05:37,2025-09-20 13:05:37
5b254b52-2058-49bc-a92f-f0a533ec1785,efs-stag-0196,storage,9c1bf4ca-cf8a-451e-a0a4-3af8f7f10f65,Storage for efs workload,staging,in_progress,1.0,10.171.45.57,efs-stag-0196.internal.example.com,,3,31,17951,Azure,westus2,1792.75,healthy,2026-01-31 11:00:28,2025-11-13 18:28:23,2026-01-07 18:28:23
e4d0d5e9-0948-400c-b30e-2f7241066ea1,nginx-deve-0197,load_balancer,3fa0669e-f615-46f6-a5a6-1bce70f24056,Load Balancer for nginx workload,development,in_progress,1.0,10.36.241.228,nginx-deve-0197.internal.example.com,,11,62,80,GCP,europe-west1,217.8,healthy,2026-01-31 11:40:28,2025-09-28 13:45:43,2025-11-22 13:45:43
8e0edaaf-bf84-4516-aaaa-db1fe23341e2,sqs-stag-0198,message_queue,,Message Queue for sqs workload,staging,open,3.11,10.92.41.125,sqs-stag-0198.internal.example.com,,9,34,683,Azure,westus2,214.99,healthy,2026-01-31 11:36:28,2025-09-22 17:01:20,2025-10-12 17:01:20
30011f97-4114-48c0-983a-ac6d08de411a,web-stag-0199,server,dfee32ff-83a9-4f98-b35e-f6ec754fd1e6,Server for web workload,staging,open,Ubuntu 22.04,10.219.206.110,web-stag-0199.internal.example.com,Windows Server 2022,19,108,1663,Azure,westus2,543.68,healthy,2026-01-31 11:45:28,2025-04-08 10:10:49,2025-05-12 10:10:49
ab0fc8f3-74aa-4ed7-9fed-e51b29d2ea4d,switch-dr-0200,network,f9c1269b-0495-436f-b7f9-ba6e77ec6bda,Network for switch workload,dr,open,1.0,10.52.196.129,switch-dr-0200.internal.example.com,,7,27,113,GCP,us-east1,121.77,healthy,2026-01-31 11:37:28,2025-05-27 00:20:42,2025-05-31 00:20:42
085d7169-2d0c-42e5-95e9-43f0a46cf16f,api-test-0201,server,7f62fecd-2388-45ac-b906-de6be5343086,Server for api workload,testing,open,Windows Server 2022,10.206.9.59,api-test-0201.internal.example.com,RHEL 8,8,51,1946,On-Premise,dc-eu,263.62,healthy,2026-01-31 11:39:28,2025-08-02 18:40:05,2025-08-15 18:40:05
bd2d94ed-97a0-4e3f-abb1-7cc625a5af40,batch-stag-0202,server,a5f8b430-fb1f-4c8b-b042-5fe74b8fada9,Server for batch workload,staging,open,Amazon Linux 2,10.24.55.168,batch-stag-0202.internal.example.com,Ubuntu 22.04,5,56,1895,AWS,eu-west-1,351.5,healthy,2026-01-31 11:40:28,2025-11-01 10:29:43,2025-11-27 10:29:43
a1623054-56e3-4975-aa73-5116ef57a49d,blob-prod-0203,storage,6284d7b3-c605-4370-93f9-97ab0da34b42,Storage for blob workload,production,open,1.0,10.51.138.160,blob-prod-0203.internal.example.com,,7,29,42308,GCP,asia-east1,3922.92,healthy,2026-01-31 11:39:28,2025-02-04 22:46:15,2025-03-02 22:46:15
9643e962-263d-4fe4-a3fe-dd7908849019,elasticsearch-deve-0204,database,ee0ab07b-68f0-4e1e-b88f-9ceeb03e83c7,Database for elasticsearch workload,development,closed,8.0,10.183.209.76,elasticsearch-deve-0204.internal.example.com,,39,133,3772,AWS,eu-west-1,1033.2,healthy,2026-01-31 11:12:28,2025-06-15 06:51:17,2025-07-16 06:51:17
c513776f-4117-4fa8-ac5a-0e8295f601b5,vpn-prod-0205,network,fa8b3d62-d044-4c49-8ca7-4efaa127c730,Network for vpn workload,production,in_progress,1.0,10.38.51.232,vpn-prod-0205.internal.example.com,,2,30,196,AWS,us-east-1,99.6,healthy,2026-01-31 11:33:28,2025-10-10 17:14:16,2025-11-08 17:14:16
ab13aacd-2ee6-4f26-8247-43f33fc36612,haproxy-stag-0206,load_balancer,,Load Balancer for haproxy workload,staging,open,1.0,10.23.4.219,haproxy-stag-0206.internal.example.com,,8,31,130,AWS,us-west-2,155.0,healthy,2026-01-31 11:06:28,2025-09-06 16:01:39,2025-09-16 16:01:39
f3577d37-07cd-4e34-9832-4b2efcb32a92,memcached-test-0207,cache,e62f6318-4753-4bd5-8bd7-54a1f6528b9b,Cache for memcached workload,testing,open,6.0,10.197.244.205,memcached-test-0207.internal.example.com,,6,30,255,GCP,us-central1,130.95,healthy,2026-01-31 10:51:28,2025-08-24 04:25:47,2025-10-14 04:25:47
01ce1a73-0693-4883-89ee-1e755d1ad318,auth-prod-0208,application,fa8b3d62-d044-4c49-8ca7-4efaa127c730,Application for auth workload,production,open,1.0,10.194.183.157,auth-prod-0208.internal.example.com,,11,34,460,AWS,us-west-2,224.0,healthy,2026-01-31 11:04:28,2025-11-19 03:45:38,2026-01-14 03:45:38
0ac19ee3-e222-4517-abd9-a1813ccb8d98,notification-test-0209,application,1b317d1b-9bdd-4c2b-bffa-5e53d04b6c26,Application for notification workload,testing,open,1.0,10.114.173.133,notification-test-0209.internal.example.com,,6,45,210,AWS,ap-southeast-1,171.0,healthy,2026-01-31 11:03:28,2025-02-07 06:54:56,2025-03-18 06:54:56
7beb4a07-02dc-42d7-9e5f-91b42094973d,redis-deve-0210,database,7f62fecd-2388-45ac-b906-de6be5343086,Database for redis workload,development,open,8.0,10.80.240.219,redis-deve-0210.internal.example.com,,49,229,2935,Azure,southeastasia,1179.42,healthy,2026-01-31 11:37:28,2025-11-13 10:07:23,2025-11-17 10:07:23
c75e94a9-f9d0-4204-a6dc-7224cc52d1a9,efs-prod-0211,storage,eddf2c15-98d6-47b7-8dcc-5836e6fc0014,Storage for efs workload,production,open,1.0,10.229.45.220,efs-prod-0211.internal.example.com,,7,20,27429,GCP,us-central1,2567.61,healthy,2026-01-31 11:27:28,2025-05-31 14:40:40,2025-06-07 14:40:40
743450d7-0406-40e0-bbf8-783c7aab5448,s3-prod-0212,storage,f9c1269b-0495-436f-b7f9-ba6e77ec6bda,Storage for s3 workload,production,open,1.0,10.105.233.244,s3-prod-0212.internal.example.com,,8,10,40597,On-Premise,dc-east,2911.79,healthy,2026-01-31 10:55:28,2025-12-14 11:01:11,2025-12-17 11:01:11
3a6e0775-d09d-478b-904a-aa1c04874680,vpn-prod-0213,network,ee0ab07b-68f0-4e1e-b88f-9ceeb03e83c7,Network for vpn workload,production,open,1.0,10.149.191.180,vpn-prod-0213.internal.example.com,,2,28,106,On-Premise,dc-eu,60.62,healthy,2026-01-31 10:50:28,2025-02-02 00:14:10,2025-02-12 00:14:10
54134703-0ed1-4741-9d8e-0773edcde5b9,nfs-test-0214,storage,6284d7b3-c605-4370-93f9-97ab0da34b42,Storage for nfs workload,testing,open,1.0,10.97.173.28,nfs-test-0214.internal.example.com,,3,11,26748,On-Premise,dc-east,1908.76,healthy,2026-01-31 11:45:28,2025-05-22 04:26:53,2025-07-20 04:26:53
8e1fe2d9-bc39-4b62-9e20-16a4f338002a,lambda-deve-0215,cloud_service,ad376f29-742f-47ef-8cc6-6deccdeaa394,Cloud Service for lambda workload,development,open,1.0,10.221.247.237,lambda-deve-0215.internal.example.com,,2,16,10,On-Premise,dc-asia,37.1,healthy,2026-01-31 10:49:28,2025-10-29 13:34:34,2025-12-26 13:34:34
55d8be61-f771-4a79-b854-61daaf9dc77a,reporting-stag-0216,application,669a3c68-8c1e-4132-91d6-035a5d9eccd9,Application for reporting workload,staging,open,1.0,10.127.140.102,reporting-stag-0216.internal.example.com,,11,60,214,Azure,eastus,238.83,unhealthy,2026-01-31 11:29:28,2025-10-17 01:48:46,2025-11-14 01:48:46
5bdee3a1-05a9-4e88-9d3e-a74851b2215b,payment-stag-0217,application,fa8b3d62-d044-4c49-8ca7-4efaa127c730,Application for payment workload,staging,open,1.0,10.148.176.236,payment-stag-0217.internal.example.com,,10,44,161,GCP,europe-west1,183.69,healthy,2026-01-31 11:02:28,2025-05-13 19:26:35,2025-06-23 19:26:35
43678587-66aa-41ec-ab2a-b9478c447b9e,analytics-stag-0218,application,eddf2c15-98d6-47b7-8dcc-5836e6fc0014,Application for analytics workload,staging,open,1.0,10.216.6.134,analytics-stag-0218.internal.example.com,,9,41,342,GCP,us-central1,185.58,healthy,2026-01-31 11:23:28,2025-09-02 07:14:47,2025-09-11 07:14:47
2ce49ea2-8ac7-486e-8e33-2382e6ddf64c,proxy-prod-0219,server,,Server for proxy workload,production,open,Ubuntu 22.04,10.16.183.209,proxy-prod-0219.internal.example.com,Windows Server 2022,25,40,399,GCP,us-east1,332.91,healthy,2026-01-31 10:52:28,2025-07-01 19:14:06,2025-08-13 19:14:06
a5f38f7f-1eca-4e37-9d3d-8e7a401d1fb7,k8s-node-deve-0220,container,a5f8b430-fb1f-4c8b-b042-5fe74b8fada9,Container for k8s-node workload,development,open,1.28,10.160.27.4,k8s-node-deve-0220.internal.example.com,,59,210,789,On-Premise,dc-west,762.23,healthy,2026-01-31 11:35:28,2025-02-25 01:42:02,2025-04-05 01:42:02
7bbced6b-b6ff-42cf-b99a-c9ad8e305c2c,nfs-test-0221,storage,6284d7b3-c605-4370-93f9-97ab0da34b42,Storage for nfs workload,testing,closed,1.0,10.61.193.11,nfs-test-0221.internal.example.com,,4,22,12627,GCP,us-east1,1212.03,healthy,2026-01-31 11:12:28,2025-03-10 18:36:55,2025-03-26 18:36:55
e8a6fbf5-f04a-43fd-a22b-80345cc2762f,payment-stag-0222,application,0b86f888-18fa-41d7-9f06-8e24157e707a,Application for payment workload,staging,open,1.0,10.154.251.203,payment-stag-0222.internal.example.com,,16,13,70,GCP,us-central1,173.7,healthy,2026-01-31 11:25:28,2025-04-19 23:33:15,2025-04-23 23:33:15
68ed92a2-cecd-4396-8f7d-022a501860d9,varnish-prod-0223,cache,dfee32ff-83a9-4f98-b35e-f6ec754fd1e6,Cache for varnish workload,production,open,6.0,10.109.169.85,varnish-prod-0223.internal.example.com,,10,85,324,Azure,eastus,287.28,healthy,2026-01-31 11:34:28,2025-08-25 15:09:19,2025-10-24 15:09:19
f4ff1e8e-7197-4752-b1e9-cae2cb64a054,appservice-stag-0224,cloud_service,9ce9f7de-26d1-44ff-a36f-b76bcde19def,Cloud Service for appservice workload,staging,in_progress,1.0,10.58.197.66,appservice-stag-0224.internal.example.com,,2,8,15,AWS,us-east-1,37.5,healthy,2026-01-31 11:29:28,2025-07-15 01:41:35,2025-07-16 01:41:35
4b083293-f042-4d73-9ff4-8b93c27cc574,docker-host-stag-0225,container,eab1fa5b-ffa4-4067-bcce-6ce998814034,Container for docker-host workload,staging,in_progress,1.28,10.85.3.161,docker-host-stag-0225.internal.example.com,,49,81,856,On-Premise,dc-asia,516.32,healthy,2026-01-31 11:05:28,2025-10-21 14:48:21,2025-11-30 14:48:21
0659d065-d6ea-45a3-894b-454ae8379ffd,vpn-test-0226,network,1b317d1b-9bdd-4c2b-bffa-5e53d04b6c26,Network for vpn workload,testing,open,1.0,10.19.44.19,vpn-test-0226.internal.example.com,,7,25,89,Azure,southeastasia,122.45,healthy,2026-01-31 10:57:28,2025-02-13 04:31:39,2025-03-01 04:31:39
06211ae7-ce73-4e02-99a5-f7032d1c8032,k8s-node-stag-0227,container,9ce9f7de-26d1-44ff-a36f-b76bcde19def,Container for k8s-node workload,staging,open,1.28,10.60.3.165,k8s-node-stag-0227.internal.example.com,,48,135,1086,Azure,westeurope,815.67,healthy,2026-01-31 11:43:28,2025-07-11 12:25:21,2025-08-28 12:25:21
7eac3986-609b-43df-abd8-1f690b4c58de,lambda-deve-0228,cloud_service,,Cloud Service for lambda workload,development,open,1.0,10.224.195.102,lambda-deve-0228.internal.example.com,,1,10,97,AWS,eu-west-1,39.7,healthy,2026-01-31 11:46:28,2025-07-05 09:53:31,2025-08-04 09:53:31
92dcacfe-61e1-4ab5-9b98-a3fd80a32be5,analytics-prod-0229,application,,Application for analytics workload,production,closed,1.0,10.5.72.32,analytics-prod-0229.internal.example.com,,4,23,396,On-Premise,dc-eu,87.92,healthy,2026-01-31 11:11:28,2025-12-29 01:23:34,2026-02-05 01:23:34
329d0c6a-c92e-4766-acb0-1938d43500cf,rabbitmq-prod-0230,message_queue,9fee8601-d9ae-4a80-8221-605196634a7b,Message Queue for rabbitmq workload,production,open,3.11,10.129.99.30,rabbitmq-prod-0230.internal.example.com,,12,17,264,GCP,us-east1,162.36,healthy,2026-01-31 10:56:28,2025-05-05 19:50:47,2025-06-10 19:50:47
b1490d08-7145-47ab-b2cf-fd1861aa61f7,batch-stag-0231,server,7fa559bc-2833-4dcf-ac5b-1e2401d09160,Server for batch workload,staging,open,Windows Server 2022,10.120.51.73,batch-stag-0231.internal.example.com,Ubuntu 22.04,7,33,1586,AWS,eu-west-1,294.6,degraded,2026-01-31 11:27:28,2025-07-20 00:48:38,2025-08-20 00:48:38
cc7f94d9-4b88-4b35-bed5-ed76c4fc502b,efs-deve-0232,storage,9e0f8d3a-b07a-4be3-8cea-977f89543359,Storage for efs workload,development,open,1.0,10.113.223.71,efs-deve-0232.internal.example.com,,8,18,29069,GCP,us-east1,2720.61,healthy,2026-01-31 11:39:28,2025-04-27 11:59:01,2025-06-09 11:59:01
3182cd1e-ab3b-4864-acab-ae2b5c566e4b,memcached-stag-0233,cache,ee0ab07b-68f0-4e1e-b88f-9ceeb03e83c7,Cache for memcached workload,staging,in_progress,6.0,10.71.100.68,memcached-stag-0233.internal.example.com,,6,98,360,GCP,europe-west1,262.8,healthy,2026-01-31 11:07:28,2025-03-13 22:01:28,2025-03-17 22:01:28
6248a644-c43d-43eb-8614-d8a47f11dd1b,mysql-test-0234,database,6284d7b3-c605-4370-93f9-97ab0da34b42,Database for mysql workload,testing,open,8.0,10.76.187.101,mysql-test-0234.internal.example.com,,10,314,4769,AWS,ap-southeast-1,1204.9,healthy,2026-01-31 10:58:28,2025-11-06 07:27:24,2025-12-13 07:27:24
828fad52-9d43-4446-91c0-f8690e9fa608,nlb-stag-0235,load_balancer,f9c1269b-0495-436f-b7f9-ba6e77ec6bda,Load Balancer for nlb workload,staging,open,1.0,10.91.74.189,nlb-stag-0235.internal.example.com,,14,23,92,AWS,ap-southeast-1,195.2,healthy,2026-01-31 11:25:28,2025-10-21 16:55:06,2025-10-23 16:55:06
08ff2d78-d479-489a-aa51-c09e0456b5de,vpn-prod-0236,network,7f62fecd-2388-45ac-b906-de6be5343086,Network for vpn workload,production,in_progress,1.0,10.23.20.252,vpn-prod-0236.internal.example.com,,3,20,142,GCP,europe-west1,75.78,healthy,2026-01-31 11:41:28,2025-08-18 04:54:29,2025-10-02 04:54:29
98dc31e3-b0e8-40c7-b8d3-6c5a36fecd13,ecs-instance-test-0237,container,8e1c81ff-9d7e-446d-849f-8ac123da8bef,Container for ecs-instance workload,testing,open,1.28,10.114.207.91,ecs-instance-test-0237.internal.example.com,,31,182,1538,GCP,us-east1,745.02,healthy,2026-01-31 11:25:28,2025-03-12 06:37:08,2025-04-12 06:37:08
81296264-87a7-4386-ba1e-4e50cd3e093b,ceph-prod-0238,storage,1b317d1b-9bdd-4c2b-bffa-5e53d04b6c26,Storage for ceph workload,production,open,1.0,10.185.60.170,ceph-prod-0238.internal.example.com,,6,28,19403,Azure,southeastasia,1953.49,healthy,2026-01-31 10:56:28,2025-05-19 17:16:40,2025-06-09 17:16:40
b291054c-6b87-408c-a78e-63e673fdd043,redis-deve-0239,database,9fee8601-d9ae-4a80-8221-605196634a7b,Database for redis workload,development,open,8.0,10.82.68.162,redis-deve-0239.internal.example.com,,61,242,867,On-Premise,dc-west,826.49,healthy,2026-01-31 10:50:28,2025-06-04 13:22:43,2025-07-10 13:22:43
cbc3c3b4-4680-439d-b3b5-c2edf6a42453,auth-prod-0240,application,b9fe9953-0346-455c-94a1-c5a172a6e7b4,Application for auth workload,production,open,1.0,10.241.246.44,auth-prod-0240.internal.example.com,,12,5,499,Azure,southeastasia,170.91,healthy,2026-01-31 11:21:28,2025-06-25 14:55:47,2025-08-02 14:55:47
